:START_ID(Document),:END_ID(Organization),:TYPE
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Scholarly Commons,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,"Science, Technology, Engineering",MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Software,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Sousa Archives,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Strategic Planning,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,The American Chemical Society,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,The Image of Research,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Turyn,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,UG,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,University Archives Works,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,University of Illinois at Urbana-Champaign,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,Visiting Researcher Programmer,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,the Chicago Modern Orchestra Project Ensemble,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,the College of Engineering,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,the Council of Deans,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,the Data Discovery & Support Committee,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2019-02-06,the University Librarian,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,AP,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,AUL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Civil Service,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Collection Management,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,EC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,EEO,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,IDEA,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Medical and Information Science,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Research and Data Services Committee,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,University of Illinois at Urbana-Champaign,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,User Ed,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,User Services Advisory committee,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,Visiting Behavioral Sciences Research and,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,iSchool,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,the Discovery Partners Institute,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,the Siebel Center for Design,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2018-09-12,the University Librarian,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,A&I,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,AHR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,AP,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,APPIT,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,AUL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Academic Human Resources,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Acting University,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,African American Studies,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Annual Review,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Archives,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,BHRSC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Budget,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,CITL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Center,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Collection,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,DMI,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Data Visualization,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Digital Humanities Pedagogy,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Digital Preservation,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,EC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,EZProxy,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Flat,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Grainger,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,IDEA Lab,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,ILL,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Illini Union,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Illinois Experts,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,LCAP,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,LJUR,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Media Commons,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,NINJA (Need Information Now Just Ask,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,NYU,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,OCLC,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,PDF,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Siebel Center for Design:,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,The Academic Professional Promotion Implementation Team,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,The First Floor Central Service Point Planning Group,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,The Health Sciences,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,The Self-Assessment,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Urbana-Champaign,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,Webform,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,ind9,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the AP Promotional Implementation Team,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Associate University Librarians,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Collections Forum,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the College of Medicine,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Design Center,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Library’s Promotional Framework for Academic Professionals,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Self-Assessment,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Self-Assessment Report,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the University Librarian,MENTIONS
Library Faculty Meeting__Minutes__Library Faculty Meeting_Minutes_2017-03-08,the Women’s History Month,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-11-01,Standing Items 2.1 Adoption,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-11-01,University of Illinois at Urbana-Champaign Library Faculty Meeting,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-11-01,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2012-10-17,Kyushu University,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2012-10-17,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-10-10,Commission,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,Mortenson Associates,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,The State of Discovery,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-06-23,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,CAM,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,Digital Collections,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,Standing Items 2.1 Adoption,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,University of Illinois at Urbana-Champaign Library Faculty Meeting,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-12-06,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-03-01,Patron Privacy,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-03-01,University of Illinois at Urbana-Champaign Library Faculty Meeting,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-09-18,Urbana-Champaign,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-09-18,the Executive Committee,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,NEVP Senate Election,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,Statement on Promotion and Tenure” Revisions,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-11-19,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,Lite Preview,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,Mortenson Center Meets Evaluation,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,New Web Archiving Service,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-04-16,the University Library,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-03-12,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-03-12,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-03-12,New Digital Newspaper Archive,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-03-12,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2018-06-13,Urbana-Champaign,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-04-12,Announcements,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-04-12,Preservation Services Update,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2017-04-12,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,AP Research Survey Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,the Specialized Faculty Task Force,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-02-11,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,Announcements,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,EC/AC/Cabinet/Council Open,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,Executive Committee Report and Discussion,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,libfac-l,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2016-03-09,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-10-09,New Business Discussion Items Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-10-09,Urbana-Champaign,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-04-15,Advancement Update,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-04-15,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-04-15,Illinois Research Connections,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-04-15,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-03-11,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-03-11,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2015-03-11,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,HathiTrust Research Center,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,NEVP,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,Nominations,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,Research Data Support,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,UIUC MegaSearch,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-10-23,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,CMS,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,New Business Announcements Adjournment,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,Senate,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,the University of Illinois,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,• Executive Committee Report,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2014-09-24,• Faculty,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-04-10,314A Illini Union,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-04-10,Urbana-Champaign,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2019-04-10,the University Librarian,MENTIONS
Library Faculty Meeting__Agendas__Library Faculty Meeting_Agendas_2013-03-13,College of Education,MENTIONS
