name:ID(Organization),mentionCount:int
La Casa Students,1
Labor,5
Laila,8
"Laila
Minutes",1
"Laila
Not Attending",1
Land Grant,1
Landing Page for User Access,1
Landscape Architecture,1
"Landscape Architecture
College",1
Languages Library,1
Lantern,1
"Laptop Locks
Bicycles",1
Large-Scale Acquisitions,1
LaskowskiThe Budget Group,1
Last Update,1
Last Update Topic/Area,1
"Last Update Topic/Area
Appropriate",1
"Last Update Topic/Area
Interlibrary
Loan Code for http://www.ala.org/rus All US Prepared Governs",1
"Last Update Topic/Area
Job",1
"Last Update Topic/Area
Patrons",1
"Last Update Topic/Area
UIUC Rare
Books",1
"Last Update Topic/Area
http://www.library.illin University of
University",1
"Latin & Caribbean Classics
Conservation 4-0947",1
Latin American & Caribbean,1
Latinos/Latinas,1
Latinx Heritage Month,1
Lauren Dodge,1
Law School,1
"Law, Life Sciences, Physical Sciences and Engineering, Social Sciences, Special Collections",1
"Law, University High School",1
Lead Program Coordinator,1
Leah Dudak,1
Learn,5
Learn Library,1
Learning &,1
Learning Analytics,2
Learning Commons,5
Learning Commons Update,1
Learning Commons Virtual Page,1
Learning Communities,3
Learning Management Systems,1
Learning Task Force,5
"Learning Task Force
Library Assessment TeamDynamix",1
Learning Task Force Charge,1
Learning Working Group,2
Learning Working Group Report,1
Learning and Scholarship (IDEALS,1
Leave Time,1
Lecture,3
Lecturer/Instructor,1
Lecturers,1
Legal Counsel,5
Legitimate Consultation of Patron Records,1
Leigh,1
Lemann Institute,2
Lenovo,1
Lenovo Tablet 2,1
Lesli Lundquist’s,1
"Levis Faculty
Center",2
"Lewis & Clark
b.",1
Lexis-Nexis,1
Lexus-Nexus Academic Universe,1
Liaison Reports,14
"Liaison Reports
Staff Lounge Furniture Update",1
Liaison Reports and Updates,3
"Liaison Reports and Updates
Special Coll",1
Liaison Responsibilities,1
"Liaison Responsibilities: College of Veterinary Medicine
Funds",1
"Liaison Updates
Liaisons",1
Liaison) Groups,1
"Liaison, Assessment, Collection Management",1
Liaisons,1
Liaison’s for Energy Conservation – Teper,1
Lib Analytics Insight,1
Lib News,1
Lib-News,2
LibAnalytics,1
LibAnswers,7
"LibAnswers Implementation
Lisa",1
"LibAnswers Update
Crystal",1
LibCal,2
LibDatata,1
LibDirectory,3
LibFac,7
LibGuide,29
LibGuides,47
LibGuides 2.0,3
LibGuides Assets Work,1
LibGuides CMS,1
LibGuides Funding,1
LibGuides Funding – Funding,1
LibGuides Funding – Lisa,1
LibGuides Implementation,2
"LibGuides Implementation
Merinda",1
"LibGuides Implementation
Sarah Thompson",1
"LibGuides Implementation
We",1
"LibGuides Update
Lisa",1
LibInsight,15
LibInsight Demo,1
LibInsight Lite,1
LibInsight/LibInsight Lite,1
LibInsights,1
LibNews,56
LibNews-L,1
LibPrint,1
LibQual,8
LibWizard,1
"Libarary Assessment May10,2023",1
Liberal Arts,1
Liberal Arts & Sciences,1
Libfac,2
Libfac and/or Libnews,1
Libguides,1
Libnews,18
"Librarian
Associate University",1
"Librarian
Associate University Librarian for Information Technology",1
Librarian - Co-Chair,1
"Librarian - Co-Chair
Merinda Hensley",1
Librarian Search Committee,3
"Librarian Search Committee
Discuss",1
Librarian for Information Technology,3
Librarian for Information Technology Planning & Policy,2
Librarians Services Library Reference and Instruction,1
"Librarianship, Research",2
Librarian’s Office Hours,1
Libraries,2
Libraries & Hours,1
Libraries Conference,1
Libraries Impacting Social Transformation,3
Libraries Impacting Social Transformation Introduction and Invitation,1
Libraries Resources,1
Library,3
"Library
Administration",2
"Library
Employees",1
"Library
Faculty",1
"Library
Institutional Repositories
• Shared Web-Scale Discovery",1
"Library
Research",1
"Library
Slavic & East",1
"Library
University Laboratory High School ID Card
Identification",1
"Library
University Libraries,",4
Library 106 Planning,1
Library 314,1
Library ADministration,1
Library AP,1
Library AP Advisory Committee,1
Library AP Committee,1
Library AP Update,20
Library Academic Professional,1
Library Academic Professional Promotions,1
Library Academic Professionals,3
Library Academic Program Reviewers,1
Library Administration,19
"Library Administration
University of Illinois at Urbana-Champaign",1
Library Administrative Council,5
Library Advanced Technology,1
Library Advancement,5
Library Assessment,6
Library Assessment Committee,16
Library Assessment Committee Grant Program,2
Library Assessment Committee Membership,2
Library Assessment Coordinator,2
Library Assessment Specialist,3
Library Awards Working Group,1
Library Board,1
Library Budget,1
Library Budget Group,2
Library Building Project,25
Library Building Project Consultation Group,1
Library Building Project Update,3
"Library Building Project Update
Staffing
 
Position",1
Library Building Project: Programming,7
Library Business Office,4
Library Business and Human Resources Service Center,1
"Library Civil
Service Professionals",1
Library Civil Service,2
Library Civil Service Professionals,2
"Library Collections
Continuing Education",1
Library Committee,7
Library Committee Appointments,1
Library Committee Fund Review,1
Library Committee of AP,1
"Library Committee of Academic
Professionals",1
Library Committee of Academic Professional,2
Library Committee of Academic Professionals,7
Library Committee of Academic Professions,1
Library Committee of Academic and Civil Service Professionals,4
Library Committee of Civil and Academic Professionals,1
Library Committee of Professionals,1
Library Consultation Working Group,6
"Library Consultation Working Group 
Introduction Meeting
Meeting Minutes",1
Library Consultation Working Group Meeting,2
Library Contacts,1
Library Council,2
Library Council Implementation Team Progress,1
Library Culture,1
Library Data,2
Library Data Dashboard Solutions Study Group,1
Library Directors,1
Library Directory Application,1
Library Diversity Committee,53
Library Division,2
Library Divisions,3
Library Education,2
Library Employee Survey Instrument,1
Library Energy Conservation Working Group Report,3
"Library Energy Conservation Working Group Report
Library Energy Conservation Working Group Report",2
Library Energy Conservation Working Group Report - Tom,1
"Library Executive
Committee",1
Library Executive Committee,6
Library Executive Committee Meeting,1
Library Exhibits Committee,1
Library Facilities,21
"Library Facilities
Tunnel",1
Library Faculty,14
Library Faculty Award,1
Library Faculty Internal Awards,1
Library Faculty Positions,6
"Library Faculty Positions
Deferred",2
Library Faculty and,3
Library Faculty and Academic Professionals,1
"Library Faculty and Academic Professionals
Systems Office",1
"Library Faculty, Academic Professionals",1
Library Food Drive,1
Library Framework AP Promotion Report,1
Library Friends,3
Library Friends Advancement,1
Library Fulfillment,2
"Library Fulfillment
Head of",2
Library Gallery Task Force,2
Library Gallery Task Force Report,2
Library HR and/or,2
Library Holiday Party,1
Library Human Resources,24
"Library Human Resources
Representation",2
Library IMS,1
Library IT Energy Conservation Efforts-Moving Toward,1
Library Incident,1
Library Information Sciences,1
Library Information Technology,2
"Library Internal Grant Application Processes
Library",1
"Library Juice Academy
Short/Informal",1
Library Materials,1
Library Mathematics,1
Library News,1
Library Office,1
Library Office Notes,12
Library Office Notes (Searing,1
Library Policies & Procedures Index,1
Library Privacy,1
Library Programming,1
Library Project,1
"Library Public
Affairs",1
Library Q & A,1
Library Recognition Event,1
Library Records Confidentiality,1
Library Representative to Humanities Council,1
Library Research Clinics,1
Library Research Showcase,3
Library Responsibility – Key Issuance & Recovery,1
Library Retreat,1
Library Sciences,1
Library Security,6
Library Security Guard,1
Library Service Recognition Program,2
Library Services,1
Library Services Planning,1
Library Services and Spaces,2
Library Social Sciences Division,2
Library Spaces Assessment Team Proposal,2
Library Spaces Task Force Membership,1
Library Specialist,1
Library Staff Development,1
Library Staff Steering Committee,1
Library Staff Support Committee,81
Library Staff Support Committee Minutes,6
Library Student Learning Outcome Assessment,1
Library Systems,2
Library Systems Office,1
Library Teaching and Learning,2
Library Teamwork,1
Library Technical Assistants,1
Library Technical Specialist,1
Library Technical Specialists,1
Library Technologies,1
Library Technology,1
Library Technology Prototyping Service Assessment Report,3
Library Technology WP,1
"Library Telephone Information Tree
University",1
Library Union,1
Library Unit,1
Library Unit: Administration/Systems Office,1
Library Units,1
Library Update,4
Library Wellness Committee,1
Library and Information Science,2
Library and Information Science and Research Services,1
Library and Service Skills Aimed,1
Library and Staff Human Resources,1
Library and University,3
Library and University Advancement,1
Library and/or Campus Security,1
Library or Community,1
Library or University,1
"Library, Housing, Uni High",1
Library’s Consultation Scheduler,2
Library’s Executive Committee,1
Library’s Procurement Calendar,1
Licensed Data Bases,1
Licensing Task Force,1
Licensing Task Force Update,1
Life Sciences,16
"Life Sciences
-1",2
Life Sciences & Physical Sciences,1
Life Sciences + Physical Sciences & Engineering,1
Life Sciences / Physical Sciences,1
Life Sciences Division,5
"Life Sciences Division
• Wendy Shelburne",1
Life Sciences and Physical Sciences & Engineering Division,1
Life Sciences: Diane,1
Life and Physical Sciences,3
Lilly,1
Lilly Farris,1
Lilly Library,1
Limit,1
Limp Lettuce,1
Lincoln,3
Lincoln Avenue Residence Hall,1
Lincoln Collection,3
Lincoln Collections,10
"Lincoln Collections NSM
AUL review",1
Lincoln Collections Planning Team Report,1
Lincoln New Service Model,1
Lincoln Trail,1
"Lincoln Trails Delivery Service
Appropriate F&S",1
Lindsay & Amy,1
Linked Data,1
LinkedIn,1
Lippencott,1
Lisa,7
Lisa Hinchliffe)The Learning Commons,1
Lisa welcomed,1
"Lisa, Sue Searing",1
Lisa’s,1
Lisa’s Semester Goals (Division Meetings,1
List o Resources,2
"List o Resources
Jake",2
List of Services/Programs,1
Listen Actively,2
Listserv,3
Lite Preview,2
Literary Manuscript Specialist Committee,1
Literatures & Languages,2
Literatures and Languages,1
LlIa,1
Local 698,4
Local Union,1
Location of LSPT,1
Locker,1
Logistics & Operations,1
Lois Eskenazi Museum of Art,1
Long-Range Advisory Committee,1
Lonnie,9
Lonnie’s,1
Lorcan Dempsey,1
Loyola University,1
Lunch & Learn,2
Luncheon,1
Luncheon Dates & Topics,1
Luncheon-Sue,1
Lyn Jones,14
Lync,4
Lync Client,2
Lynda,1
Lynda.com,5
Lynn Wiley &,2
Lynn Wiley & Wendy Shelburne,2
M. Stuart,6
M.J. Han,7
M.L.S.,2
MACS,1
MAIN,1
MARC,3
MBA,1
MCL,1
MDM,1
MEDUSA,2
MEETINGTABLE,1
MEMBERSHIP,1
MEng,1
MFHDS,1
MHRIR degree &,1
MIT,5
MIT Libraries https://libraries.mit.edu/about/organization/,1
MJ Han,1
MLIS,2
MLK,1
MLS,6
MN,1
MN Open Textbook Initiative-,1
MNP,2
MOA,3
MODERN LANGUAGES &,1
MODERN LANGUAGES & LINGUISTICS,1
MOU,16
MPAL,5
MPAL Head,1
MS Access,1
MS Exchange,1
MS Exchange/MS Outlook,1
MS Office,1
MS Outlook,1
MS Teams,5
MS Teams & Box,2
MS-Word,1
MSC,1
MSCCM,1
MTD,2
MUGLI,2
MUGLI Working Group:,1
MUGLI Working Groups Updates,1
MUSIC & PERFORMING ARTS LIBRARY,1
Mac,1
MacArthur,2
MacGregor,2
Machine Learning/AI,2
Macintosh,1
Magdalena,2
Magnetic,1
Mail Option/Pick,1
Main,20
Main   Stacks,1
Main Circulation/Stacks,1
Main Library,31
Main Library 306,1
Main Library Bookstacks FFFFoooorrrrmmmmaaaatttttttteeeedddd,1
Main Library Building,1
Main Library Building Project,1
Main Library Building Project Collections Working Group Recommendations,1
Main Library Carrel Policies,1
Main Library Office Space,1
Main Library Project,1
Main Library; Assessment,1
Main Process,2
Main Stacks,6
Main and Undergrad,1
Main and Undergraduate,4
Main and Undergraduate Libraries,2
Main/UGL Integration,1
Main/UGL Integration Project Reports,1
Main/UGL Reference Hub Management Team,1
"Main/UGX Feasibility Study
•",1
Main/Undergrad,1
Mallory,1
Management and Leadership Skills,1
Management/Administration of Privacy Policy,1
"Manuscripts
Archives",1
Manuscripts Library,1
Map & Geo,2
Map & Geography,3
Maps,2
Maps & Geography,1
Mara & Matt,1
Mara & Tracy,1
Marek Sroka,31
"Marek, Sroka",1
Marianna Tax Choldin,1
Marker,1
Marketing & Communications,1
Marketing & Communications Strategy Working Group,1
Marketing Committee,3
Marketing and Communications Strategy Working Group,3
Marquita,1
Marshall Gallery,7
Marshall Gallery Survey Questions,1
Marshall Gallery Task Force Charge,4
"Marshall Gallery Task Force Report
Submitted",1
Marshall Gallery Updates,1
Mary: Technical Services Division,1
Mass Digitization & Open Content Alliance,1
"Materials Budget 
Presently",1
Math-Statistics,1
McGill University,1
"McGraw
Hill Encyclopedia of",1
McKinley,1
McNair,1
Mechanical Engineering,1
Media,15
Media & Reserve Center,2
Media Arts,1
Media Cataloging Coordinator,1
Media Census,1
Media Census White Paper,1
Media Center,1
Media Commons,26
"Media Commons
Campus",1
"Media Commons
Efforts",1
Media Commons AP,2
Media Commons Coordinator,5
Media Commons Coordinator UGL,1
Media Commons Innovation and Instructional Services Specialist,1
Media Commons Technology,1
Media Commons Technology Support Specialist,1
Media Commons Update -Eric Kurt,2
Media Commons Video Studio,2
Media Commons and Writer’s Workshop,1
Media Fulfillment,1
Media Literacy,1
Media Preservation,3
Media Production,2
Media Reformatting Services,1
Media Relations,1
Media Reserves,1
Media Studies,1
"Media Studies
Kathy Lyons, Technology Services",1
Media/Reserves,1
MediaSpace,1
Median Reach,1
"Mediaspace
Syamil’s",2
Mediated,1
Medical Library,1
Medical School,1
Medical and Information Science,1
Medicine,1
Medusa,9
Medusa Digital,1
Medusa/DL,1
Medusa/Digital Library,1
MeeScan,1
"Meet Your Library AP / CS-P Colleagues
Victor Jones",1
Meet Your New Representatives,1
Meeting Agenda Committee AP Vacancy,1
"Meeting of Administrative Council
Time and Location of Meeting",2
Meg,1
MegaSearch,1
"Megan
Pearson",1
"Megan N
Pearson",1
Megan N Pearson,5
Megan Oakleaf,1
Megan Oakleaf Visit,2
Megan Ozeran,4
Megean Osuchowski,24
"Megean Osuchowski 
Absent",1
Melinda Gates Foundation,3
Mellon,13
Mellon Foundation,1
Melody’s February 2,1
Memo,1
Memoir,2
Memoranda of Understanding,1
Mental Health,1
Mental Health Awareness,1
Mental Health Awareness Month,1
Mentoring Group,1
Mentoring Plan Working Group,1
Mentoring and Evaluation Framework: University of Illinois,1
Mentoring and Evaluation Task Force,4
Mentorship for Academic Professionals Program,2
Meredith,1
Meredith Farkas,1
Meredith Riddle,10
Merging Monographs,1
"Merinda
International Student Program Update
Susan",1
Merit,3
Merit Program,1
Merrick Fund,1
Merrick Fund Applications,1
Merrick Fund Grant,2
Mesquaki,1
MestreLori,1
Met LAS Research,1
Met with Business & Human Resources Service Center,1
Meta Data,2
MetaLib,2
Metadata Librarian Position Description,1
Metadata Maker Project Innovation Fund Report,1
Metadata Services,3
Metadata Services Coordinator,1
Metadata Services Specialist,4
Metadata Specialist/AP,1
Micahel,1
Michigan State,1
Mickie Bailot,1
Micro,2
Microaggressions,1
"Microaggressions 
See IV",1
Microaggressions Brownbag,1
Microaggressions Brownbag Debrief,2
Microfilm/Fiche Update,1
Microsoft,3
Microsoft Azure,3
Microsoft Exchange,2
Microsoft Forms,1
Microsoft Office,3
Microsoft Outlook,2
Microsoft Teams,7
Microsoft Windows,2
Mid­Nov,1
"Migration
Crystal",2
Migration Update,1
Migration to Unified Communications,1
Mike & the Provost,1
Minerva Update,1
MiniLibs,1
Minitalks,2
Mintel,1
Minute Taker,2
Minute-Taker,1
"Minutes
  New Payroll Procedures",1
MinutesTaker,1
Miro Board,1
Mitra Dutta,1
Models,1
Modern Languages & Linguistics,4
Moldova,3
Moldova / Novateca Program 2017,1
"Molecular & Cellular Biology
Institute for Genomic Biology
Funds",1
Moms Association,1
MondoPad,1
Money Smart,1
Monique Rivera,1
Monograph,3
Monograph &,1
Monographic,1
Monographic Cataloging,1
Montenson Center,1
Monthly Music Guides,1
Moodle,1
Morgan-Caterpillar Room,1
Mortensen Associates,1
Mortensen Center Committee,1
Mortenson,8
Mortenson Advisory Committee,2
Mortenson Associates,5
Mortenson Associates Program,8
Mortenson Center,12
Mortenson Center Advisory Committee,31
Mortenson Center Brand Identity,1
"Mortenson Center Brand Identity – Studio 2D
IX",1
Mortenson Center Conference Room,1
Mortenson Center Evaluation,1
"Mortenson Center Evaluation
III",1
"Mortenson Center Evaluation
VIII",2
"Mortenson Center Future Priorities
a. Engagement",2
Mortenson Center Future Priorities Input,1
"Mortenson Center Future Priorities Input
a. International",1
Mortenson Center Initiatives,2
"Mortenson Center Initiatives
I. Policy",1
"Mortenson Center Initiatives and Communication
V. Libraries",1
Mortenson Center Meets Evaluation,2
Mortenson Center for International Library Programs,1
"Mortenson Center for International Library Programs
Preservation
Sousa Archives & Center for",1
Mortenson Center/Area Studies,9
"Mortenson Discussion
EC",1
Mortenson Executive Leadership Institute,1
Mosaic,1
Mozilla,2
Mueller,2
Mueller Endowment,1
Mueller Fund,2
Multicultural Information,3
Multicultural Information LibGuide,2
Multicultural Services,4
Multicultural Studies,1
Multimedia Materials,1
Multimedia Section Guidelines,1
Multiple Journal,1
